Time,Total Area,Andaman Area,SCS Area,Andaman Overlap,Andaman Percent Similarity,SCS Overlap,SCS Percent Similarity
-1,7.94E+10,3.42E+10,1.44E+10,,,,
0,3.99E+11,1.29E+11,1.29E+11,1.29E+11,99.62187993,1.28E+11,99.53969007
1,4.01E+11,1.30E+11,1.29E+11,1.20E+11,92.76674087,1.20E+11,93.06887769
2,4.10E+11,1.33E+11,1.31E+11,1.17E+11,88.01856512,1.19E+11,90.52171663
3,4.08E+11,1.29E+11,1.30E+11,1.07E+11,82.37620703,1.12E+11,86.14482886
4,3.89E+11,1.19E+11,1.23E+11,1.01E+11,85.04070357,1.12E+11,91.10896802
5,4.10E+11,1.23E+11,1.35E+11,9.87E+10,80.26836905,1.17E+11,86.52884665
6,4.11E+11,1.19E+11,1.40E+11,9.10E+10,76.64282163,1.10E+11,78.4224738
7,4.20E+11,1.18E+11,1.47E+11,9.07E+10,76.76880506,1.17E+11,79.35034171
8,4.35E+11,1.17E+11,1.56E+11,7.60E+10,64.69947402,1.12E+11,71.39290104
9,4.52E+11,1.07E+11,1.74E+11,5.04E+10,46.97140515,7.97E+10,45.88130987
10,4.60E+11,8.53E+10,1.88E+11,3.08E+10,36.12000516,5.47E+10,29.11181674
11,4.69E+11,6.58E+10,2.11E+11,2.00E+10,30.45672164,2.92E+10,13.87428843
12,4.34E+11,6.02E+10,2.08E+11,1.33E+10,22.10517571,1.64E+10,7.862431473
13,3.41E+11,6.46E+10,1.57E+11,1.14E+10,17.63622291,1.25E+10,7.96453982
14,2.44E+11,5.64E+10,1.19E+11,1.26E+10,22.24959677,1.29E+10,10.77327925
15,1.65E+11,3.87E+10,8.10E+10,1.23E+10,31.9391635,1.80E+10,22.25719646
16,1.28E+11,3.08E+10,6.39E+10,1.54E+10,50.09900347,2.45E+10,38.30926802
17,1.09E+11,2.55E+10,5.79E+10,1.59E+10,62.44507219,3.21E+10,55.49453396
18,9.22E+10,2.08E+10,4.90E+10,1.63E+10,78.6313253,3.87E+10,79.10743464
19,8.54E+10,1.88E+10,4.67E+10,1.83E+10,96.9924013,4.59E+10,98.25046041
20,8.74E+10,1.91E+10,4.85E+10,1.91E+10,100,4.85E+10,100
21,8.77E+10,1.91E+10,4.86E+10,1.91E+10,100,4.86E+10,100
22,8.88E+10,1.94E+10,4.90E+10,1.86E+10,95.64276885,4.64E+10,94.57811672
23,9.10E+10,1.99E+10,4.95E+10,1.90E+10,95.41570323,4.68E+10,94.57581938
24,9.39E+10,2.11E+10,5.06E+10,1.93E+10,91.51001468,4.51E+10,89.04225908
25,9.22E+10,2.08E+10,4.90E+10,1.98E+10,95.55876686,4.61E+10,94.21914563
26,1.01E+11,2.27E+10,5.37E+10,2.00E+10,88.18682529,4.48E+10,83.43610858
27,9.88E+10,2.31E+10,5.15E+10,2.12E+10,92.03988728,4.52E+10,87.85477009
28,1.10E+11,2.56E+10,5.81E+10,2.27E+10,88.41037644,4.71E+10,80.98505563
29,1.15E+11,2.62E+10,6.11E+10,2.20E+10,83.9481213,4.57E+10,74.78256597
30,1.14E+11,2.66E+10,5.91E+10,2.41E+10,90.68051792,5.14E+10,86.90065598
31,1.27E+11,3.01E+10,6.47E+10,2.73E+10,90.48804781,5.70E+10,88.15626739
32,1.31E+11,3.20E+10,6.55E+10,3.03E+10,94.7197502,6.16E+10,94.01108042
33,1.35E+11,3.34E+10,6.69E+10,3.01E+10,90.0598265,5.88E+10,87.88639386
34,1.32E+11,3.33E+10,6.43E+10,3.15E+10,94.55917275,5.99E+10,93.17067858
35,1.43E+11,3.49E+10,7.08E+10,3.14E+10,89.78499241,6.16E+10,86.96112775
36,1.49E+11,3.69E+10,7.46E+10,3.48E+10,94.44926279,6.95E+10,93.23413097
37,1.54E+11,3.76E+10,7.65E+10,3.29E+10,87.35522261,6.61E+10,86.38282302
38,1.48E+11,3.64E+10,7.26E+10,3.43E+10,94.24792118,6.72E+10,92.55433435
39,1.50E+11,3.68E+10,7.27E+10,3.46E+10,93.96687483,6.74E+10,92.72964976
40,1.54E+11,3.67E+10,7.62E+10,3.47E+10,94.5761788,7.09E+10,93.07923508
41,1.57E+11,3.68E+10,7.69E+10,3.46E+10,94.03804348,7.12E+10,92.53401604
42,1.69E+11,3.89E+10,8.27E+10,3.68E+10,94.57467841,7.68E+10,92.89133325
43,1.75E+11,4.03E+10,8.61E+10,3.82E+10,94.68309248,8.00E+10,92.9250595
44,1.78E+11,4.07E+10,8.76E+10,3.86E+10,94.73438498,8.14E+10,92.83261264
45,1.79E+11,4.08E+10,8.84E+10,3.87E+10,94.81287095,8.20E+10,92.83199964
46,1.76E+11,3.96E+10,8.74E+10,3.89E+10,98.30132007,8.24E+10,94.29185875
47,1.80E+11,4.11E+10,8.88E+10,3.89E+10,94.7637479,8.23E+10,92.71879645
48,1.70E+11,3.90E+10,8.24E+10,3.87E+10,99.18709611,8.16E+10,98.9229575
49,1.78E+11,4.08E+10,8.78E+10,3.87E+10,94.79720622,8.16E+10,92.90889208
50,1.70E+11,3.90E+10,8.25E+10,3.90E+10,100,8.25E+10,100
51,1.70E+11,3.91E+10,8.25E+10,3.85E+10,98.69654289,8.14E+10,98.65438235
52,1.78E+11,4.06E+10,8.76E+10,3.86E+10,94.90724795,8.11E+10,92.53918782
53,1.67E+11,3.87E+10,8.12E+10,3.52E+10,91.14726116,7.17E+10,88.32567366
54,1.70E+11,3.94E+10,8.33E+10,3.64E+10,92.41316271,7.52E+10,90.20572773
55,1.64E+11,3.85E+10,8.08E+10,3.60E+10,93.51178731,7.57E+10,93.62578889
56,1.62E+11,3.80E+10,8.10E+10,3.21E+10,84.58744572,6.19E+10,76.42302517
57,1.48E+11,3.64E+10,7.25E+10,3.03E+10,83.19036622,5.94E+10,81.92664726
58,1.49E+11,3.68E+10,7.45E+10,2.96E+10,80.33375007,5.71E+10,76.74890211
59,1.35E+11,3.31E+10,6.63E+10,2.83E+10,85.40463738,5.44E+10,81.95512531
60,1.35E+11,3.32E+10,6.67E+10,2.75E+10,82.66939463,5.59E+10,83.91544393
61,1.27E+11,3.05E+10,6.34E+10,2.83E+10,92.80962213,6.03E+10,95.02799022
62,1.26E+11,2.98E+10,6.43E+10,2.85E+10,95.5413158,6.02E+10,93.61632628
63,1.19E+11,2.86E+10,6.03E+10,2.82E+10,98.8303684,5.97E+10,99.0031349
64,1.24E+11,2.96E+10,6.36E+10,2.82E+10,95.38768471,5.97E+10,93.77397045
65,1.27E+11,3.03E+10,6.49E+10,2.88E+10,95.15644101,6.09E+10,93.8702516
66,1.22E+11,2.90E+10,6.12E+10,2.89E+10,99.73803943,6.11E+10,99.79575831
67,1.27E+11,3.05E+10,6.34E+10,2.75E+10,90.04524887,5.59E+10,88.20040384
68,1.34E+11,3.32E+10,6.66E+10,2.67E+10,80.38837874,5.01E+10,75.22590135
69,1.41E+11,3.36E+10,7.13E+10,2.60E+10,77.29435556,5.18E+10,72.54225885
70,1.48E+11,3.64E+10,7.25E+10,2.84E+10,77.92768039,5.21E+10,71.76832295
71,1.70E+11,3.94E+10,8.33E+10,2.77E+10,70.2881244,4.89E+10,58.77803929
72,2.00E+11,4.38E+10,1.01E+11,3.08E+10,70.20266569,5.42E+10,53.38391054
73,2.35E+11,5.36E+10,1.18E+11,3.48E+10,64.79099079,6.39E+10,54.33734427
74,2.55E+11,5.84E+10,1.21E+11,4.10E+10,70.15801818,7.02E+10,57.90806855
75,2.84E+11,6.06E+10,1.36E+11,4.71E+10,77.66866913,9.19E+10,67.57062645
76,3.11E+11,6.26E+10,1.45E+11,5.53E+10,88.41413705,1.19E+11,82.00026245
77,3.36E+11,6.37E+10,1.60E+11,5.63E+10,88.29316513,1.30E+11,81.32467093
78,3.45E+11,6.53E+10,1.58E+11,5.34E+10,81.73262327,1.14E+11,71.98856032
79,3.49E+11,6.48E+10,1.55E+11,5.66E+10,87.38310546,1.27E+11,81.65911898
80,3.39E+11,6.15E+10,1.54E+11,5.74E+10,93.32237752,1.40E+11,90.75230217
81,3.41E+11,6.24E+10,1.53E+11,6.24E+10,100,1.53E+11,100
82,3.42E+11,6.24E+10,1.53E+11,5.68E+10,91.0404254,1.35E+11,87.94857747
83,3.59E+11,6.50E+10,1.63E+11,5.31E+10,81.60481105,1.18E+11,71.96876989
84,3.26E+11,6.11E+10,1.47E+11,4.91E+10,80.31832235,1.02E+11,69.81831564
85,3.37E+11,6.40E+10,1.60E+11,5.53E+10,86.33657797,1.19E+11,74.09387923
86,3.11E+11,6.25E+10,1.45E+11,5.70E+10,91.25654199,1.31E+11,90.57969512
87,3.03E+11,6.06E+10,1.44E+11,6.06E+10,100,1.44E+11,100
88,3.04E+11,6.08E+10,1.44E+11,5.72E+10,94.10448007,1.31E+11,91.09477805
89,3.11E+11,6.25E+10,1.45E+11,5.89E+10,94.15604153,1.32E+11,90.89457863
90,3.31E+11,6.40E+10,1.59E+11,6.03E+10,94.19028119,1.44E+11,90.86588697
91,3.37E+11,6.39E+10,1.60E+11,5.65E+10,88.36336336,1.30E+11,81.35400388
92,3.21E+11,6.09E+10,1.47E+11,5.31E+10,87.13389808,1.18E+11,80.00203431
93,3.27E+11,6.13E+10,1.47E+11,5.32E+10,86.85365575,1.18E+11,80.2276144
94,3.34E+11,6.19E+10,1.47E+11,6.18E+10,99.83207389,1.47E+11,99.89811582
95,3.60E+11,6.52E+10,1.64E+11,6.52E+10,99.97701114,1.64E+11,99.98840466
96,3.60E+11,6.52E+10,1.64E+11,6.49E+10,99.48953,1.63E+11,99.63256836
97,3.59E+11,6.49E+10,1.63E+11,6.13E+10,94.47620222,1.42E+11,87.01221529
98,3.53E+11,6.55E+10,1.57E+11,6.09E+10,93.0323802,1.44E+11,91.81740979
99,3.50E+11,6.51E+10,1.59E+11,6.08E+10,93.3259604,1.44E+11,90.76335254
100,3.48E+11,6.48E+10,1.59E+11,5.70E+10,87.87131003,1.32E+11,82.98407745
101,3.22E+11,6.10E+10,1.48E+11,5.33E+10,87.31115845,1.19E+11,80.44099522
102,3.14E+11,6.07E+10,1.48E+11,5.51E+10,90.84661404,1.18E+11,79.98689216
103,3.10E+11,6.23E+10,1.44E+11,5.40E+10,86.67404946,1.17E+11,81.06680147
104,2.95E+11,6.10E+10,1.42E+11,5.06E+10,82.87052964,1.01E+11,70.75853919
105,2.80E+11,6.11E+10,1.33E+11,4.60E+10,75.32875882,8.73E+10,65.68502017
106,2.70E+11,6.03E+10,1.30E+11,3.61E+10,59.94096773,6.50E+10,49.84823865
107,2.25E+11,5.26E+10,1.10E+11,3.86E+10,73.47439728,7.51E+10,68.60771977
108,2.20E+11,4.88E+10,1.12E+11,4.57E+10,93.72054907,1.03E+11,92.10749975
109,2.18E+11,4.82E+10,1.12E+11,4.34E+10,90.13809573,9.37E+10,83.87426024
110,2.26E+11,5.09E+10,1.15E+11,3.70E+10,72.63919187,6.89E+10,60.07799958
111,2.50E+11,5.89E+10,1.21E+11,3.80E+10,64.56278541,6.36E+10,52.65979893
112,2.82E+11,6.16E+10,1.35E+11,3.55E+10,57.53195769,5.54E+10,41.05577276
113,3.36E+11,6.36E+10,1.60E+11,3.51E+10,55.09835344,5.86E+10,36.70992414
114,3.65E+11,6.64E+10,1.66E+11,3.67E+10,55.26688568,6.09E+10,36.71361559
115,4.58E+11,6.53E+10,2.22E+11,3.58E+10,54.79426864,7.61E+10,34.27637562
116,4.68E+11,6.33E+10,2.22E+11,4.25E+10,67.08990698,1.06E+11,47.80036969
117,4.95E+11,6.72E+10,2.28E+11,5.97E+10,88.87035769,1.83E+11,80.26053378
118,5.04E+11,7.15E+10,2.31E+11,6.33E+10,88.59021899,1.86E+11,80.42618858
119,4.70E+11,6.99E+10,2.07E+11,6.55E+10,93.59746072,1.84E+11,89.09782082
120,5.00E+11,7.63E+10,2.22E+11,7.63E+10,100,2.22E+11,100
121,5.01E+11,7.66E+10,2.22E+11,7.12E+10,92.94801463,2.06E+11,92.67294366
122,4.73E+11,7.14E+10,2.06E+11,7.08E+10,99.22652243,2.02E+11,98.04566263
123,5.05E+11,7.48E+10,2.24E+11,7.47E+10,99.80882864,2.24E+11,99.87963087
124,5.04E+11,7.47E+10,2.24E+11,7.44E+10,99.62228265,2.23E+11,99.74558115
125,5.02E+11,7.44E+10,2.23E+11,5.21E+10,70.07811555,1.42E+11,63.60182575
126,4.96E+11,6.73E+10,2.28E+11,3.03E+10,45.04213922,5.58E+10,24.45012609
127,4.31E+11,6.00E+10,2.00E+11,2.52E+10,41.95451137,3.99E+10,19.97719008
128,3.86E+11,6.55E+10,1.77E+11,2.72E+10,41.50738721,3.84E+10,21.69338479
129,3.14E+11,6.07E+10,1.48E+11,2.71E+10,44.62262908,3.68E+10,24.8479366
130,2.61E+11,5.89E+10,1.25E+11,2.22E+10,37.63024811,3.43E+10,27.42175024
131,2.20E+11,4.89E+10,1.12E+11,1.37E+10,27.98168887,1.54E+10,13.7464502
132,1.56E+11,3.88E+10,7.73E+10,5.43E+09,14.00572504,6.58E+09,8.51741139
133,1.01E+11,2.38E+10,5.25E+10,4.84E+09,20.36109591,9.25E+09,17.61780454
134,7.66E+10,1.53E+10,4.49E+10,7.74E+09,50.70450226,1.87E+10,41.68521817
135,5.95E+10,1.27E+10,3.40E+10,8.80E+09,69.14492298,2.40E+10,70.55483643
136,5.33E+10,1.11E+10,3.06E+10,9.16E+09,82.29213483,2.57E+10,83.85105341
137,5.04E+10,1.02E+10,2.88E+10,9.68E+09,94.51171875,2.71E+10,94.10230553
138,4.94E+10,1.01E+10,2.81E+10,9.83E+09,97.41302409,2.76E+10,98.17197021
139,4.84E+10,9.83E+09,2.76E+10,9.83E+09,100,2.76E+10,100
140,4.93E+10,1.00E+10,2.80E+10,9.29E+09,92.48157738,2.60E+10,92.83466819
141,4.88E+10,9.95E+09,2.79E+10,9.55E+09,95.96101678,2.68E+10,96.23642424
142,5.30E+10,1.11E+10,3.04E+10,9.90E+09,89.38244854,2.72E+10,89.59191067
143,5.43E+10,1.13E+10,3.13E+10,1.08E+10,95.55378768,3.01E+10,96.13984674
144,5.80E+10,1.20E+10,3.36E+10,1.11E+10,92.47599165,3.10E+10,92.36500179
145,6.06E+10,1.30E+10,3.48E+10,1.20E+10,92.31894097,3.20E+10,91.8874648
146,6.34E+10,1.33E+10,3.63E+10,1.23E+10,92.13652082,3.33E+10,91.83718432
147,6.57E+10,1.35E+10,3.80E+10,1.29E+10,95.53221392,3.63E+10,95.33722336
148,6.77E+10,1.38E+10,3.95E+10,1.32E+10,95.21811474,3.77E+10,95.48712234
149,6.93E+10,1.41E+10,4.05E+10,1.34E+10,95.40034072,3.85E+10,95.20268768
150,6.72E+10,1.37E+10,3.91E+10,1.32E+10,96.83410105,3.82E+10,97.67174402
151,6.85E+10,1.39E+10,4.01E+10,1.30E+10,93.4428592,3.74E+10,93.12106037
152,6.70E+10,1.36E+10,3.92E+10,1.29E+10,94.3588615,3.62E+10,92.37642974
153,6.55E+10,1.35E+10,3.80E+10,1.22E+10,90.44084904,3.32E+10,87.47761508
154,6.31E+10,1.32E+10,3.62E+10,1.19E+10,90.16703197,3.18E+10,87.94261547
155,6.03E+10,1.29E+10,3.46E+10,1.24E+10,96.06098127,3.26E+10,94.05023095
156,5.95E+10,1.29E+10,3.39E+10,1.27E+10,98.45736434,3.36E+10,98.90715211
157,5.86E+10,1.27E+10,3.36E+10,1.27E+10,100,3.36E+10,100
158,5.91E+10,1.28E+10,3.38E+10,1.19E+10,92.50643978,3.11E+10,92.09777778
159,6.10E+10,1.30E+10,3.50E+10,1.20E+10,92.2999923,3.21E+10,91.706621
160,6.17E+10,1.30E+10,3.53E+10,1.24E+10,95.64412921,3.37E+10,95.63466175
161,6.59E+10,1.36E+10,3.81E+10,1.23E+10,90.93055863,3.46E+10,90.79516556
162,6.83E+10,1.38E+10,4.00E+10,1.26E+10,90.79936398,3.61E+10,90.26376261
163,7.15E+10,1.41E+10,4.24E+10,1.23E+10,87.2919926,3.61E+10,85.12268131
164,7.54E+10,1.49E+10,4.44E+10,1.25E+10,83.75702435,3.53E+10,79.39825241
165,7.63E+10,1.59E+10,4.31E+10,1.39E+10,87.16339213,3.64E+10,84.39392182
166,8.52E+10,1.83E+10,4.77E+10,1.53E+10,83.66845154,3.78E+10,79.25050882
167,8.80E+10,1.93E+10,4.74E+10,1.75E+10,90.94820882,4.19E+10,88.38494642
168,9.86E+10,2.21E+10,5.28E+10,2.11E+10,95.78141284,5.00E+10,94.62426652
169,9.98E+10,2.25E+10,5.34E+10,2.16E+10,96.02966647,5.04E+10,94.50285821
170,9.66E+10,2.20E+10,5.11E+10,2.11E+10,95.81475753,4.81E+10,94.1413588
171,9.78E+10,2.24E+10,5.14E+10,2.14E+10,95.60076741,4.83E+10,93.94965176
172,9.90E+10,2.31E+10,5.16E+10,2.22E+10,95.84089927,4.83E+10,93.58922167
173,1.06E+11,2.47E+10,5.61E+10,2.47E+10,100,5.61E+10,100
174,1.06E+11,2.47E+10,5.61E+10,2.20E+10,89.10497954,4.80E+10,85.5714031
175,1.03E+11,2.39E+10,5.43E+10,1.95E+10,81.85514293,4.44E+10,81.6772816
176,9.89E+10,2.22E+10,5.30E+10,1.73E+10,78.12584635,4.14E+10,78.13951732
177,9.08E+10,1.98E+10,4.94E+10,1.64E+10,82.51575498,4.07E+10,82.44077124
178,8.28E+10,1.80E+10,4.58E+10,1.52E+10,84.51566238,3.91E+10,85.4683677
179,8.16E+10,1.73E+10,4.60E+10,1.40E+10,80.89245512,3.79E+10,82.34195496
180,7.80E+10,1.60E+10,4.50E+10,1.40E+10,87.76020504,4.04E+10,89.83548244
181,7.67E+10,1.53E+10,4.50E+10,1.33E+10,86.71808615,3.90E+10,86.74613058
182,7.32E+10,1.44E+10,4.34E+10,1.16E+10,80.04984079,3.24E+10,74.77747544
183,6.57E+10,1.34E+10,3.81E+10,1.19E+10,88.3998508,3.22E+10,84.38442376
184,6.47E+10,1.36E+10,3.71E+10,1.33E+10,98.01666298,3.66E+10,98.54689564
185,6.35E+10,1.33E+10,3.66E+10,1.22E+10,91.68045735,3.33E+10,91.19658587
186,6.41E+10,1.32E+10,3.69E+10,9.82E+09,74.37159297,2.60E+10,70.42573936
187,7.55E+10,1.50E+10,4.45E+10,9.65E+09,64.30475937,2.47E+10,55.60653083
188,8.38E+10,1.83E+10,4.61E+10,1.09E+10,59.70165565,2.11E+10,45.75187481
189,1.08E+11,2.52E+10,5.76E+10,1.42E+10,56.1210345,2.19E+10,38.01972976
190,1.32E+11,3.21E+10,6.56E+10,1.53E+10,47.49820967,2.35E+10,35.84575068
191,1.63E+11,3.83E+10,8.14E+10,2.16E+10,56.32709596,3.38E+10,41.53059845
192,2.09E+11,4.56E+10,1.05E+11,2.69E+10,58.9448736,4.29E+10,40.68294996
193,2.36E+11,5.53E+10,1.12E+11,4.46E+10,80.59177805,8.40E+10,75.10030471
194,2.54E+11,5.83E+10,1.21E+11,5.44E+10,93.36823136,1.10E+11,91.30474339
195,2.61E+11,5.88E+10,1.25E+11,5.87E+10,99.79944934,1.25E+11,99.92725994
196,2.77E+11,6.16E+10,1.35E+11,5.78E+10,93.80549649,1.23E+11,91.15290063
197,2.77E+11,6.11E+10,1.34E+11,5.73E+10,93.8102486,1.23E+11,91.42625222
198,2.83E+11,6.18E+10,1.35E+11,5.80E+10,93.87755102,1.24E+11,91.46574026
199,2.79E+11,6.07E+10,1.32E+11,6.07E+10,100,1.32E+11,100
200,2.79E+11,6.07E+10,1.32E+11,5.80E+10,95.42924886,1.24E+11,93.37924369
201,2.83E+11,6.17E+10,1.35E+11,5.66E+10,91.65613762,1.22E+11,89.91368535
202,2.74E+11,6.03E+10,1.33E+11,5.29E+10,87.75672584,1.09E+11,81.60614557
203,2.71E+11,6.04E+10,1.31E+11,5.67E+10,93.90348845,1.18E+11,89.9675434
204,2.64E+11,6.07E+10,1.28E+11,5.71E+10,94.07248764,1.16E+11,90.6290967
205,2.63E+11,6.10E+10,1.26E+11,5.72E+10,93.74805344,1.16E+11,92.23538378
206,2.48E+11,5.75E+10,1.18E+11,5.73E+10,99.74943013,1.18E+11,99.90282402
207,2.66E+11,6.11E+10,1.29E+11,5.72E+10,93.51879109,1.18E+11,91.75356112
208,2.72E+11,6.07E+10,1.31E+11,5.69E+10,93.60213372,1.21E+11,91.93278977
209,2.76E+11,6.14E+10,1.34E+11,5.76E+10,93.7719698,1.22E+11,91.12408868
210,2.75E+11,6.07E+10,1.34E+11,5.70E+10,93.96530421,1.22E+11,91.41631865
211,2.63E+11,5.76E+10,1.24E+11,5.76E+10,100,1.24E+11,100
212,2.63E+11,5.76E+10,1.24E+11,5.76E+10,99.91498222,1.24E+11,99.92595573
213,2.62E+11,5.76E+10,1.24E+11,5.76E+10,100,1.24E+11,100
214,2.63E+11,5.76E+10,1.24E+11,5.70E+10,98.9101574,1.22E+11,98.24358046
215,2.75E+11,6.07E+10,1.34E+11,5.34E+10,88.07682796,1.09E+11,81.87217724
216,2.73E+11,6.09E+10,1.31E+11,4.81E+10,78.94736842,9.24E+10,70.35686833
217,2.51E+11,5.91E+10,1.21E+11,3.31E+10,55.90021142,5.90E+10,48.72467931
218,2.20E+11,4.89E+10,1.12E+11,2.04E+10,41.67638932,2.89E+10,25.81550647
219,1.57E+11,3.68E+10,7.58E+10,1.28E+10,34.89205703,1.81E+10,23.91774892
220,1.32E+11,3.21E+10,6.56E+10,1.31E+10,40.69528378,1.96E+10,29.93477201
221,1.07E+11,2.48E+10,5.63E+10,1.07E+10,43.09198598,2.10E+10,37.24643859
222,8.26E+10,1.79E+10,4.57E+10,1.12E+10,62.37099024,2.92E+10,63.81460895
223,7.69E+10,1.55E+10,4.49E+10,1.29E+10,83.40230182,3.75E+10,83.62259107
224,7.14E+10,1.42E+10,4.20E+10,1.33E+10,93.72704154,3.92E+10,93.3487441
225,7.03E+10,1.39E+10,4.14E+10,1.39E+10,99.85590778,4.13E+10,99.79952659
226,7.38E+10,1.46E+10,4.36E+10,1.34E+10,91.96795399,3.92E+10,89.92893168
227,7.26E+10,1.44E+10,4.25E+10,1.31E+10,91.15641525,3.80E+10,89.31689296
228,7.44E+10,1.51E+10,4.30E+10,1.38E+10,91.25553134,3.82E+10,88.80407717
229,7.95E+10,1.68E+10,4.52E+10,1.40E+10,83.73881932,3.61E+10,79.92742721
230,8.29E+10,1.80E+10,4.58E+10,1.34E+10,74.62636813,3.08E+10,67.11407931
231,9.91E+10,2.23E+10,5.31E+10,1.47E+10,65.93067001,2.66E+10,50.13368481
232,1.16E+11,2.64E+10,6.18E+10,1.38E+10,52.29385649,2.41E+10,38.99435193
233,1.42E+11,3.46E+10,7.04E+10,1.75E+10,50.61361208,2.73E+10,38.82656973
234,1.74E+11,4.02E+10,8.60E+10,2.29E+10,56.88737439,3.40E+10,39.58871287
235,2.12E+11,4.73E+10,1.07E+11,3.66E+10,77.4067255,7.00E+10,65.43519333
236,2.44E+11,5.65E+10,1.19E+11,4.95E+10,87.59365867,1.01E+11,84.20175248
237,2.61E+11,6.06E+10,1.25E+11,5.67E+10,93.57755776,1.16E+11,92.18797389
238,2.64E+11,6.05E+10,1.28E+11,5.67E+10,93.6942591,1.16E+11,90.32101738
239,2.61E+11,6.06E+10,1.25E+11,4.95E+10,81.73300562,1.01E+11,80.31146782
240,2.45E+11,5.66E+10,1.20E+11,4.36E+10,77.01665665,8.68E+10,72.63974168
241,2.30E+11,5.22E+10,1.16E+11,2.79E+10,53.45283742,4.74E+10,40.99706948
242,1.90E+11,4.21E+10,9.55E+10,2.07E+10,49.06655266,3.25E+10,33.99991624
243,1.55E+11,3.84E+10,7.68E+10,1.32E+10,34.34498555,2.06E+10,26.89145701
244,1.20E+11,2.82E+10,6.22E+10,1.23E+10,43.49489796,1.95E+10,31.3278175
245,9.90E+10,2.23E+10,5.31E+10,1.05E+10,46.87892377,2.32E+10,43.64787697
246,7.83E+10,1.67E+10,4.38E+10,1.10E+10,66.13087027,3.03E+10,69.02507472
247,7.38E+10,1.46E+10,4.35E+10,1.09E+10,75.16838488,3.03E+10,69.57951123
248,6.80E+10,1.39E+10,3.96E+10,1.10E+10,79.327719,2.92E+10,73.65881996
249,6.10E+10,1.30E+10,3.50E+10,9.60E+09,73.91036501,2.65E+10,75.65361343
250,5.43E+10,1.13E+10,3.13E+10,9.16E+09,80.97595474,2.56E+10,81.64692359
251,5.00E+10,1.03E+10,2.87E+10,9.26E+09,90.20447907,2.63E+10,91.65648882
252,4.94E+10,9.99E+09,2.83E+10,9.99E+09,100,2.83E+10,100
253,4.98E+10,1.01E+10,2.85E+10,9.35E+09,92.69573835,2.64E+10,92.77963126
254,5.01E+10,1.03E+10,2.87E+10,9.87E+09,95.99416626,2.76E+10,96.14646905
255,5.32E+10,1.11E+10,3.06E+10,1.07E+10,96.4301812,2.95E+10,96.50534996
256,5.25E+10,1.10E+10,3.01E+10,1.10E+10,100,3.01E+10,100
257,5.28E+10,1.11E+10,3.03E+10,1.11E+10,99.85563476,3.02E+10,99.86792577
258,5.28E+10,1.11E+10,3.02E+10,1.10E+10,99.71988796,3.02E+10,99.83799511
259,5.51E+10,1.15E+10,3.17E+10,1.11E+10,96.12813612,3.06E+10,96.42823366
260,5.42E+10,1.13E+10,3.13E+10,1.11E+10,98.33480957,3.06E+10,97.98176875
261,5.53E+10,1.16E+10,3.18E+10,1.16E+10,100,3.18E+10,100
262,5.55E+10,1.16E+10,3.19E+10,1.11E+10,95.90340664,3.06E+10,96.15601858
263,5.58E+10,1.15E+10,3.23E+10,1.12E+10,97.25813449,3.11E+10,96.18802837
264,5.40E+10,1.12E+10,3.12E+10,1.06E+10,94.21127512,2.91E+10,93.23452988
265,5.27E+10,1.10E+10,3.02E+10,1.09E+10,98.38899448,2.98E+10,98.80491277
