Time,Total Area,Andaman Area,SCS Area,Andaman Overlap,Andaman Percent Similarity,SCS Overlap,SCS Percent Similarity
532,2.85E+10,5.22E+09,1.37E+10,3.69E+09,70.70552147,9.51E+09,69.40755873
533,2.67E+10,4.99E+09,1.22E+10,3.12E+09,62.59771497,7.27E+09,59.3627451
534,2.44E+10,4.90E+09,1.02E+10,3.45E+09,70.50653595,6.54E+09,64.21766035
535,2.30E+10,4.78E+09,9.29E+09,3.61E+09,75.56532663,6.81E+09,73.31466724
536,2.18E+10,4.58E+09,8.59E+09,3.84E+09,84.02185792,7.06E+09,82.24473163
537,2.17E+10,4.68E+09,8.48E+09,4.22E+09,90.27362121,7.66E+09,90.31003183
538,2.16E+10,4.68E+09,8.41E+09,4.37E+09,93.42161469,8.02E+09,95.35077289
539,2.15E+10,4.59E+09,8.41E+09,4.46E+09,97.21011334,8.19E+09,97.4432156
540,2.10E+10,4.46E+09,8.19E+09,4.36E+09,97.73542601,7.97E+09,97.29070051
541,2.15E+10,4.61E+09,8.42E+09,4.36E+09,94.49382181,7.97E+09,94.6456132
542,2.10E+10,4.46E+09,8.20E+09,4.33E+09,97.10956756,7.92E+09,96.65731365
543,2.14E+10,4.58E+09,8.37E+09,4.30E+09,93.88913138,7.95E+09,94.98147927
544,2.12E+10,4.52E+09,8.35E+09,4.27E+09,94.46412755,7.84E+09,93.91398107
545,2.11E+10,4.49E+09,8.26E+09,4.24E+09,94.3035158,7.80E+09,94.5130814
546,2.10E+10,4.45E+09,8.20E+09,4.29E+09,96.38527167,7.85E+09,95.75506221
547,2.02E+10,4.32E+09,7.89E+09,4.29E+09,99.32854828,7.85E+09,99.5308141
548,2.09E+10,4.43E+09,8.17E+09,4.22E+09,95.21336645,7.80E+09,95.47012733
549,2.15E+10,4.58E+09,8.39E+09,4.15E+09,90.71444177,7.62E+09,90.81377338
550,2.11E+10,4.53E+09,8.29E+09,4.12E+09,90.79876434,7.54E+09,91.02208278
551,2.10E+10,4.48E+09,8.19E+09,4.01E+09,89.37737112,7.43E+09,90.75589205
552,2.15E+10,4.63E+09,8.43E+09,4.13E+09,89.21018558,7.65E+09,90.77324478
553,2.20E+10,4.62E+09,8.72E+09,4.21E+09,91.13130002,7.91E+09,90.71526823
554,2.25E+10,4.77E+09,8.84E+09,4.31E+09,90.3963095,8.05E+09,90.96562641
555,2.26E+10,4.78E+09,8.94E+09,4.51E+09,94.37120737,8.51E+09,95.23329977
556,2.29E+10,4.79E+09,9.16E+09,4.54E+09,94.74123539,8.66E+09,94.62588749
557,2.31E+10,4.82E+09,9.27E+09,4.24E+09,87.90205437,8.06E+09,86.95277119
558,2.31E+10,4.73E+09,9.17E+09,4.32E+09,91.30342785,8.36E+09,91.18961945
559,2.43E+10,4.99E+09,9.86E+09,4.55E+09,91.35406219,9.01E+09,91.38018457
560,2.49E+10,5.08E+09,1.03E+10,4.73E+09,93.06677172,9.62E+09,93.56406766
561,2.98E+10,6.39E+09,1.27E+10,5.95E+09,93.12451057,1.18E+10,93.37330388
562,3.07E+10,6.51E+09,1.31E+10,5.81E+09,89.26432192,1.19E+10,90.80521063
563,3.18E+10,6.75E+09,1.38E+10,5.18E+09,76.71111111,1.21E+10,87.72261394
564,3.07E+10,6.11E+09,1.41E+10,5.32E+09,87.19292499,1.26E+10,89.87332764
565,3.27E+10,6.28E+09,1.54E+10,5.40E+09,86.07615103,1.33E+10,86.58362528
566,3.37E+10,6.62E+09,1.62E+10,5.71E+09,86.19335347,1.41E+10,87.14665677
567,3.53E+10,7.02E+09,1.74E+10,5.98E+09,85.15880929,1.52E+10,87.27805551
568,3.66E+10,7.28E+09,1.86E+10,6.29E+09,86.42857143,1.64E+10,87.90153912
569,3.92E+10,7.78E+09,2.04E+10,6.15E+09,79.05092593,1.60E+10,78.46364883
570,4.17E+10,8.44E+09,2.22E+10,7.44E+09,88.1412155,1.93E+10,86.91964084
571,4.55E+10,9.44E+09,2.45E+10,8.88E+09,94.05720339,2.29E+10,93.68313597
572,4.81E+10,1.02E+10,2.57E+10,9.25E+09,90.87871044,2.33E+10,90.48526324
573,5.07E+10,1.07E+10,2.78E+10,1.00E+10,93.76462878,2.61E+10,94.04474547
574,5.18E+10,1.10E+10,2.84E+10,1.09E+10,98.94860872,2.82E+10,99.30389537
575,5.30E+10,1.13E+10,2.91E+10,1.10E+10,98.08922858,2.87E+10,98.51571895
576,5.20E+10,1.10E+10,2.87E+10,9.93E+09,89.9519797,2.53E+10,88.20841907
577,4.99E+10,1.06E+10,2.70E+10,8.50E+09,80.38381547,2.18E+10,80.95661846
578,4.65E+10,9.67E+09,2.49E+10,6.67E+09,69.00796524,1.69E+10,67.94049242
579,4.15E+10,8.35E+09,2.18E+10,5.19E+09,62.1032459,1.35E+10,62.08098317
580,3.69E+10,7.30E+09,1.87E+10,3.78E+09,51.76809211,9.30E+09,49.83662756
581,3.14E+10,6.06E+09,1.47E+10,3.08E+09,50.841862,6.92E+09,47.0528248
582,2.87E+10,6.22E+09,1.20E+10,4.35E+09,69.91150442,7.76E+09,64.82626128
583,2.74E+10,6.04E+09,1.11E+10,5.50E+09,91.04452905,9.94E+09,89.85271528
584,2.68E+10,5.95E+09,1.07E+10,5.72E+09,96.13510334,1.03E+10,96.22166247
585,2.63E+10,5.82E+09,1.05E+10,5.59E+09,96.13335625,1.01E+10,96.22012758
586,2.75E+10,6.08E+09,1.11E+10,5.42E+09,89.2545664,9.96E+09,89.50584007
587,2.79E+10,6.13E+09,1.14E+10,5.56E+09,90.60971634,1.03E+10,89.75366876
588,2.86E+10,6.24E+09,1.17E+10,5.80E+09,92.91325958,1.10E+10,93.41679441
589,2.97E+10,6.44E+09,1.24E+10,5.54E+09,86.02050326,1.07E+10,86.81336461
590,2.97E+10,6.32E+09,1.27E+10,5.63E+09,89.13697546,1.15E+10,90.49988154
591,3.14E+10,6.68E+09,1.36E+10,5.34E+09,80.04793289,1.24E+10,90.67175125
592,3.14E+10,6.23E+09,1.43E+10,5.47E+09,87.78098908,1.29E+10,90.21601908
593,3.21E+10,6.22E+09,1.49E+10,5.50E+09,88.36387014,1.34E+10,89.70735954
594,3.18E+10,6.17E+09,1.51E+10,5.96E+09,96.59588264,1.45E+10,96.4527251
595,3.34E+10,6.50E+09,1.59E+10,6.25E+09,96.03321033,1.54E+10,96.65934066
596,3.37E+10,6.62E+09,1.62E+10,6.36E+09,96.0114821,1.56E+10,96.5416976
597,3.28E+10,6.44E+09,1.58E+10,6.40E+09,99.31677019,1.57E+10,99.51129728
598,3.39E+10,6.66E+09,1.62E+10,6.57E+09,98.60423233,1.61E+10,98.80571288
599,3.35E+10,6.57E+09,1.61E+10,6.57E+09,99.9695586,1.60E+10,99.99376947
600,3.35E+10,6.57E+09,1.60E+10,6.30E+09,95.96528624,1.55E+10,96.54807153
601,3.27E+10,6.41E+09,1.57E+10,6.41E+09,99.92200905,1.57E+10,99.96181992
603,3.47E+10,6.89E+09,1.68E+10,6.66E+09,96.63182346,1.62E+10,96.82397807
604,3.51E+10,7.01E+09,1.71E+10,6.75E+09,96.27727856,1.66E+10,96.71978054
605,3.50E+10,6.95E+09,1.72E+10,6.95E+09,100,1.72E+10,100
606,3.50E+10,6.96E+09,1.73E+10,6.96E+09,100,1.73E+10,100
607,3.55E+10,7.06E+09,1.75E+10,6.77E+09,95.9047754,1.69E+10,96.78101772
608,3.59E+10,7.14E+09,1.78E+10,6.59E+09,92.31092437,1.67E+10,93.59132779
609,3.60E+10,7.11E+09,1.83E+10,6.82E+09,95.81048784,1.77E+10,96.60433071
610,3.71E+10,7.39E+09,1.89E+10,7.13E+09,96.54845696,1.83E+10,96.81053634
611,3.73E+10,7.43E+09,1.91E+10,7.39E+09,99.44788581,1.91E+10,99.69135802
612,3.72E+10,7.39E+09,1.91E+10,7.09E+09,96.04603927,1.82E+10,95.55019153
613,3.70E+10,7.35E+09,1.88E+10,6.89E+09,93.62251836,1.78E+10,94.86470682
614,3.64E+10,7.19E+09,1.85E+10,6.63E+09,92.27987203,1.68E+10,90.71328066
615,3.61E+10,7.17E+09,1.79E+10,6.41E+09,89.30712394,1.59E+10,88.77528215
616,3.48E+10,6.93E+09,1.70E+10,5.64E+09,81.4312509,1.40E+10,82.7769258
617,3.25E+10,6.33E+09,1.56E+10,4.89E+09,77.26196116,1.17E+10,74.69408674
618,3.17E+10,6.25E+09,1.46E+10,4.24E+09,67.91486638,9.80E+09,66.9879024
619,3.04E+10,6.44E+09,1.30E+10,4.19E+09,65.05668582,7.62E+09,58.50026863
620,2.77E+10,6.05E+09,1.13E+10,3.78E+09,62.40912095,6.83E+09,60.60337178
621,2.56E+10,5.74E+09,1.02E+10,3.48E+09,60.65145445,6.40E+09,62.81673542
622,2.41E+10,5.40E+09,9.57E+09,3.51E+09,65.03613118,6.40E+09,66.92452436
623,2.41E+10,5.60E+09,9.70E+09,3.79E+09,67.69698053,6.31E+09,65.04844362
624,2.39E+10,5.78E+09,9.46E+09,4.01E+09,69.32918396,6.48E+09,68.47389558
625,2.49E+10,6.19E+09,9.58E+09,4.56E+09,73.6791081,7.13E+09,74.36352254
626,2.65E+10,6.66E+09,9.89E+09,5.35E+09,80.33328329,7.63E+09,77.17435275
627,2.76E+10,6.95E+09,1.00E+10,5.66E+09,81.45962286,8.06E+09,80.33506183
628,2.79E+10,7.18E+09,1.00E+10,6.32E+09,88.07467261,8.47E+09,84.66460062
629,2.76E+10,7.24E+09,9.61E+09,6.74E+09,93.09010503,8.66E+09,90.11240633
630,2.75E+10,7.33E+09,9.39E+09,7.14E+09,97.31314785,9.14E+09,97.29585862
631,2.78E+10,7.44E+09,9.48E+09,7.13E+09,95.75497045,9.14E+09,96.35175032
632,2.74E+10,7.31E+09,9.38E+09,7.01E+09,95.95019839,9.01E+09,96.01321821
633,2.83E+10,7.46E+09,9.82E+09,7.15E+09,95.89647311,9.43E+09,95.99918558
634,2.85E+10,7.44E+09,9.96E+09,6.81E+09,91.53339605,9.18E+09,92.22657427
635,2.71E+10,7.07E+09,9.59E+09,6.75E+09,95.39157478,9.19E+09,95.75776527
636,2.79E+10,7.19E+09,1.00E+10,6.53E+09,90.75104312,9.21E+09,91.93129619
637,2.70E+10,6.84E+09,9.74E+09,6.51E+09,95.20117045,9.34E+09,95.85258187
638,2.77E+10,6.97E+09,1.00E+10,6.34E+09,90.91952374,9.20E+09,91.54887517
639,2.66E+10,6.64E+09,9.62E+09,6.38E+09,96.17296972,9.20E+09,95.60245348
640,2.72E+10,6.85E+09,9.86E+09,6.26E+09,91.43190775,8.99E+09,91.16812006
641,2.62E+10,6.64E+09,9.50E+09,6.02E+09,90.75022597,8.70E+09,91.54736842
642,2.65E+10,6.70E+09,9.77E+09,5.83E+09,87.08569722,8.58E+09,87.76867963
643,2.58E+10,6.52E+09,9.63E+09,6.21E+09,95.27389903,9.25E+09,96.06560781
644,2.59E+10,6.50E+09,9.70E+09,6.25E+09,96.04858549,9.37E+09,96.55670103
645,2.51E+10,6.31E+09,9.48E+09,6.29E+09,99.66724766,9.44E+09,99.55714888
646,2.50E+10,6.29E+09,9.44E+09,6.24E+09,99.18918919,9.36E+09,99.15272188
647,2.59E+10,6.50E+09,9.70E+09,6.49E+09,99.84615385,9.69E+09,99.92780528
648,2.58E+10,6.49E+09,9.69E+09,6.49E+09,100,9.69E+09,100
649,2.59E+10,6.50E+09,9.70E+09,6.50E+09,100,9.70E+09,100
650,2.60E+10,6.53E+09,9.74E+09,6.53E+09,100,9.74E+09,100
651,2.60E+10,6.54E+09,9.76E+09,6.27E+09,95.93209971,9.42E+09,96.49661955
652,2.50E+10,6.29E+09,9.45E+09,6.29E+09,99.9682136,9.44E+09,99.93650794
653,2.55E+10,6.39E+09,9.63E+09,6.06E+09,94.86858573,9.26E+09,96.08596346
654,2.54E+10,6.33E+09,9.60E+09,6.04E+09,95.45167404,9.24E+09,96.22032486
655,2.55E+10,6.35E+09,9.70E+09,6.07E+09,95.5604534,9.32E+09,96.09238066
656,2.46E+10,6.16E+09,9.43E+09,5.87E+09,95.29449943,9.06E+09,96.01357082
657,2.48E+10,6.15E+09,9.43E+09,5.70E+09,92.62028609,8.72E+09,92.47003924
658,2.60E+10,6.55E+09,9.77E+09,6.09E+09,93.09396486,9.12E+09,93.3640553
659,2.54E+10,6.40E+09,9.50E+09,6.02E+09,94.125,9.06E+09,95.35593934
660,2.65E+10,6.64E+09,9.86E+09,6.32E+09,95.25530953,9.51E+09,96.39091646
661,2.56E+10,6.43E+09,9.61E+09,6.13E+09,95.27289691,9.15E+09,95.27477102
662,2.62E+10,6.62E+09,9.80E+09,5.74E+09,86.78048044,8.74E+09,89.23249643
663,2.55E+10,6.35E+09,9.63E+09,5.30E+09,83.38582677,8.20E+09,85.15941427
664,2.48E+10,6.15E+09,9.56E+09,5.07E+09,82.44473342,8.13E+09,85.00156887
665,2.41E+10,5.97E+09,9.42E+09,5.40E+09,90.46102263,8.72E+09,92.54697951
666,2.41E+10,5.86E+09,9.57E+09,5.59E+09,95.50887978,9.12E+09,95.37898589
667,2.41E+10,5.84E+09,9.52E+09,5.58E+09,95.59931507,9.11E+09,95.72434079
668,2.40E+10,5.83E+09,9.51E+09,5.58E+09,95.81331503,9.16E+09,96.28889823
669,2.41E+10,5.80E+09,9.50E+09,5.54E+09,95.48120041,9.13E+09,96.10690236
670,2.42E+10,5.75E+09,9.51E+09,5.50E+09,95.70285317,9.10E+09,95.63800715
671,2.38E+10,5.69E+09,9.40E+09,5.51E+09,96.86895339,9.11E+09,96.98840055
672,2.42E+10,5.76E+09,9.53E+09,5.41E+09,93.95518499,8.90E+09,93.43058033
673,2.34E+10,5.67E+09,9.27E+09,5.46E+09,96.27603247,8.95E+09,96.54800431
674,2.35E+10,5.70E+09,9.31E+09,5.67E+09,99.61376404,9.26E+09,99.52713595
675,2.34E+10,5.67E+09,9.26E+09,5.66E+09,99.80613324,9.25E+09,99.8920203
676,2.40E+10,5.81E+09,9.50E+09,5.57E+09,95.82043344,9.15E+09,96.31384939
677,2.43E+10,5.82E+09,9.56E+09,5.08E+09,87.26147499,8.42E+09,88.03597574
678,2.38E+10,5.65E+09,9.45E+09,4.91E+09,86.90033634,8.28E+09,87.63366861
679,2.41E+10,5.67E+09,9.63E+09,4.69E+09,82.63705271,8.17E+09,84.79028239
680,2.38E+10,5.43E+09,9.51E+09,4.56E+09,84.11352746,8.10E+09,85.12248975
681,2.34E+10,5.31E+09,9.35E+09,4.63E+09,87.18190386,8.32E+09,88.91264835
682,2.46E+10,5.55E+09,9.72E+09,4.63E+09,83.34233748,8.38E+09,86.13596627
683,2.47E+10,5.47E+09,9.76E+09,4.66E+09,85.2183446,8.40E+09,86.08463982
684,2.57E+10,5.69E+09,1.02E+10,4.63E+09,81.37409946,8.49E+09,83.52513032
685,2.64E+10,5.89E+09,1.05E+10,4.87E+09,82.66259127,8.78E+09,83.28114622
686,2.72E+10,6.03E+09,1.09E+10,5.02E+09,83.30290456,9.08E+09,82.97386218
687,2.85E+10,6.17E+09,1.15E+10,4.98E+09,80.64463881,9.21E+09,80.10084326
688,2.97E+10,6.36E+09,1.26E+10,5.28E+09,83.07910049,1.06E+10,84.1767132
689,3.09E+10,6.58E+09,1.34E+10,5.45E+09,82.83718104,1.25E+10,93.71351594
690,3.14E+10,6.16E+09,1.42E+10,5.93E+09,96.32997727,1.37E+10,96.69695049
691,3.18E+10,6.31E+09,1.44E+10,6.05E+09,95.81815302,1.40E+10,96.65396605
692,3.06E+10,6.09E+09,1.40E+10,6.03E+09,98.9978643,1.39E+10,99.12349462
693,3.17E+10,6.29E+09,1.44E+10,6.25E+09,99.33216728,1.43E+10,99.43683515
694,3.15E+10,6.25E+09,1.43E+10,6.02E+09,96.39827117,1.39E+10,97.22416445
695,3.06E+10,6.04E+09,1.39E+10,5.75E+09,95.22783761,1.32E+10,94.77542221
696,3.03E+10,5.97E+09,1.37E+10,5.57E+09,93.26745939,1.29E+10,94.25119004
697,3.17E+10,6.72E+09,1.37E+10,5.87E+09,87.3641911,1.21E+10,88.01399825
698,2.99E+10,6.33E+09,1.29E+10,5.52E+09,87.19608462,1.08E+10,83.93023256
699,2.96E+10,6.40E+09,1.24E+10,5.47E+09,85.59812353,1.03E+10,82.98129636
700,2.81E+10,6.12E+09,1.15E+10,5.29E+09,86.51520105,9.71E+09,84.60801394
701,2.77E+10,6.05E+09,1.13E+10,5.24E+09,86.62367725,9.64E+09,85.67620402
702,2.68E+10,5.92E+09,1.08E+10,5.17E+09,87.4112876,9.41E+09,87.32015223
703,2.63E+10,5.82E+09,1.05E+10,5.27E+09,90.58095565,9.60E+09,91.29649006
704,2.58E+10,5.72E+09,1.03E+10,5.28E+09,92.30769231,9.55E+09,92.56422685
705,2.58E+10,5.80E+09,1.03E+10,5.23E+09,90.12239269,9.47E+09,92.20058423
706,2.56E+10,5.69E+09,1.01E+10,5.26E+09,92.42796908,9.41E+09,92.69662921
707,2.47E+10,5.47E+09,9.78E+09,5.18E+09,94.75415829,9.29E+09,94.97035371
708,2.55E+10,5.64E+09,1.00E+10,5.23E+09,92.69762496,9.41E+09,93.83848455
709,2.47E+10,5.45E+09,9.78E+09,4.83E+09,88.6134068,8.71E+09,89.04683984
710,2.47E+10,5.52E+09,9.72E+09,4.74E+09,85.85913453,8.52E+09,87.58613597
711,2.40E+10,5.42E+09,9.51E+09,4.17E+09,76.910299,7.47E+09,78.55715638
712,2.39E+10,5.46E+09,9.54E+09,3.86E+09,70.83409716,6.57E+09,68.83716053
713,2.38E+10,5.69E+09,9.40E+09,4.00E+09,70.27787548,6.38E+09,67.84422217
714,2.44E+10,6.08E+09,9.45E+09,4.10E+09,67.37413623,6.42E+09,67.98305982
715,2.65E+10,6.64E+09,9.88E+09,4.61E+09,69.39298087,6.64E+09,67.27088608
716,2.79E+10,7.02E+09,1.01E+10,5.59E+09,79.65522154,7.64E+09,75.70324881
717,2.82E+10,7.38E+09,9.89E+09,6.84E+09,92.7100271,8.99E+09,90.97713939
718,2.81E+10,7.43E+09,9.74E+09,7.40E+09,99.54258038,9.67E+09,99.30163295
719,2.79E+10,7.40E+09,9.67E+09,7.10E+09,95.89133667,9.29E+09,96.11128348
720,2.74E+10,7.24E+09,9.53E+09,6.93E+09,95.77231279,9.14E+09,95.83508183
721,2.82E+10,7.38E+09,9.89E+09,6.46E+09,87.46612466,8.74E+09,88.35845049
722,2.77E+10,7.15E+09,9.96E+09,5.90E+09,82.61964736,8.39E+09,84.24327579
723,2.75E+10,6.88E+09,9.95E+09,5.26E+09,76.42099142,7.55E+09,75.95776772
724,2.56E+10,6.50E+09,9.40E+09,4.90E+09,75.33825338,7.28E+09,77.43273423
725,2.53E+10,6.31E+09,9.57E+09,4.77E+09,75.4950103,7.47E+09,78.05056415
726,2.43E+10,6.05E+09,9.42E+09,4.77E+09,78.81341927,7.66E+09,81.34819533
727,2.38E+10,5.78E+09,9.44E+09,4.87E+09,84.36634349,7.99E+09,84.71810089
728,2.34E+10,5.59E+09,9.25E+09,5.08E+09,90.94650206,8.47E+09,91.5450319
729,2.42E+10,5.78E+09,9.63E+09,5.27E+09,91.11187965,8.82E+09,91.59227735
730,2.40E+10,5.63E+09,9.58E+09,5.35E+09,94.88817891,9.17E+09,95.78200042
731,2.40E+10,5.59E+09,9.58E+09,5.31E+09,94.97406546,9.20E+09,96.10484545
732,2.32E+10,5.40E+09,9.34E+09,5.31E+09,98.36946452,9.20E+09,98.51098018
733,2.40E+10,5.59E+09,9.57E+09,5.21E+09,93.16514582,8.83E+09,92.32859532
734,2.42E+10,5.77E+09,9.64E+09,5.28E+09,91.59299705,8.83E+09,91.53790314
735,2.32E+10,5.52E+09,9.23E+09,5.23E+09,94.7454249,8.69E+09,94.08706953
736,2.41E+10,5.77E+09,9.48E+09,5.53E+09,95.82032605,9.13E+09,96.35999156
737,2.43E+10,5.77E+09,9.55E+09,5.58E+09,96.74176776,9.25E+09,96.85798073
738,2.34E+10,5.59E+09,9.27E+09,5.53E+09,98.87258411,9.09E+09,98.06820635
739,2.40E+10,5.78E+09,9.45E+09,5.59E+09,96.55947441,9.16E+09,96.93154164
740,2.41E+10,5.83E+09,9.52E+09,5.44E+09,93.34590979,8.85E+09,93.01103521
741,2.44E+10,5.94E+09,9.68E+09,5.10E+09,85.91406908,8.16E+09,84.31332024
742,2.47E+10,6.16E+09,9.53E+09,4.82E+09,78.2432213,7.56E+09,79.2908099
743,2.55E+10,6.36E+09,9.66E+09,4.91E+09,77.20125786,7.30E+09,75.55141348
744,2.57E+10,6.51E+09,9.41E+09,5.49E+09,84.21618302,7.85E+09,83.38291543
745,2.72E+10,6.84E+09,9.87E+09,6.34E+09,92.68578116,9.20E+09,93.26172865
746,2.77E+10,6.97E+09,1.00E+10,6.94E+09,99.5697074,1.00E+10,99.5919586
747,2.76E+10,6.94E+09,1.00E+10,6.94E+09,100,1.00E+10,100
748,2.78E+10,6.98E+09,1.01E+10,6.98E+09,100,1.01E+10,100
749,2.78E+10,6.99E+09,1.01E+10,6.93E+09,99.14138523,9.99E+09,99.22496025
750,2.75E+10,6.93E+09,9.99E+09,6.90E+09,99.52367206,9.95E+09,99.66953735
751,2.74E+10,6.90E+09,9.95E+09,6.90E+09,100,9.95E+09,100
752,2.78E+10,7.00E+09,1.01E+10,6.65E+09,95.08220157,9.63E+09,95.61116076
753,2.68E+10,6.73E+09,9.74E+09,6.63E+09,98.60223048,9.60E+09,98.6440678
754,2.77E+10,6.97E+09,1.00E+10,6.97E+09,100,1.00E+10,100
755,2.80E+10,7.04E+09,1.01E+10,6.40E+09,90.89488636,9.30E+09,91.67570766
756,2.76E+10,6.94E+09,1.00E+10,6.13E+09,88.234447,8.72E+09,87.10773536
757,2.66E+10,6.76E+09,9.69E+09,5.89E+09,87.12065137,8.48E+09,87.59033657
758,2.63E+10,6.60E+09,9.80E+09,5.48E+09,82.96969697,8.36E+09,85.24941344
759,2.54E+10,6.39E+09,9.62E+09,5.29E+09,82.81910728,8.19E+09,85.17209109
760,2.48E+10,6.16E+09,9.51E+09,5.10E+09,82.82975958,8.05E+09,84.59678267
761,2.39E+10,5.96E+09,9.25E+09,4.91E+09,82.3598523,7.83E+09,84.65030807
762,2.35E+10,5.70E+09,9.32E+09,5.02E+09,87.96702333,8.28E+09,88.78995924
763,2.41E+10,5.72E+09,9.48E+09,4.99E+09,87.15708544,8.31E+09,87.64104186
764,2.37E+10,5.66E+09,9.46E+09,4.91E+09,86.81978799,8.30E+09,87.70613108
765,2.33E+10,5.43E+09,9.33E+09,4.72E+09,86.84210526,8.26E+09,88.52792967
766,2.42E+10,5.54E+09,9.63E+09,4.67E+09,84.16020206,8.21E+09,85.22904332
767,2.42E+10,5.44E+09,9.60E+09,4.75E+09,87.25202057,8.56E+09,89.12952936
768,2.47E+10,5.57E+09,9.73E+09,4.87E+09,87.4393531,8.69E+09,89.29525375
769,2.48E+10,5.53E+09,9.79E+09,4.86E+09,87.95224313,8.77E+09,89.58226943
770,2.53E+10,5.59E+09,9.96E+09,4.94E+09,88.42368939,8.87E+09,89.07081868
771,2.48E+10,5.52E+09,9.85E+09,5.05E+09,91.57303371,9.17E+09,93.07684499
772,2.56E+10,5.74E+09,1.02E+10,5.50E+09,95.76581286,9.83E+09,96.58086068
773,2.64E+10,5.91E+09,1.05E+10,5.40E+09,91.43389199,9.73E+09,92.86259542
774,2.62E+10,5.83E+09,1.05E+10,5.58E+09,95.78044597,1.01E+10,96.39002961
775,2.68E+10,5.94E+09,1.07E+10,5.73E+09,96.42977433,1.03E+10,96.55558667
776,2.69E+10,6.00E+09,1.08E+10,5.75E+09,95.81666667,1.03E+10,95.98069247
777,2.68E+10,5.96E+09,1.07E+10,5.73E+09,96.12611102,1.03E+10,96.28526208
778,2.68E+10,5.93E+09,1.08E+10,5.93E+09,100,1.08E+10,100
779,2.72E+10,6.03E+09,1.10E+10,5.96E+09,98.70711089,1.08E+10,98.67676583
780,2.69E+10,5.96E+09,1.08E+10,5.79E+09,97.17884131,1.04E+10,96.38398224
781,2.71E+10,6.02E+09,1.08E+10,5.79E+09,96.24522346,1.04E+10,96.147806
782,2.71E+10,6.05E+09,1.08E+10,5.63E+09,93.02594612,1.02E+10,93.94945582
783,2.64E+10,5.83E+09,1.05E+10,5.30E+09,90.84048027,9.65E+09,91.43913538
784,2.59E+10,5.75E+09,1.04E+10,5.26E+09,91.54488518,9.54E+09,92.01968542
785,2.57E+10,5.78E+09,1.03E+10,5.06E+09,87.5475614,9.20E+09,89.6471047
786,2.49E+10,5.53E+09,9.87E+09,4.64E+09,83.98479913,8.38E+09,84.86322188
787,2.47E+10,5.45E+09,9.78E+09,3.83E+09,70.30848329,7.16E+09,73.13707452
788,2.36E+10,5.32E+09,9.41E+09,3.44E+09,64.62955998,5.96E+09,63.30392261
789,2.34E+10,5.58E+09,9.31E+09,3.64E+09,65.14961476,5.70E+09,61.15107914
790,2.44E+10,6.10E+09,9.47E+09,3.62E+09,59.30537353,5.80E+09,61.23310811
791,2.65E+10,6.65E+09,9.88E+09,4.23E+09,63.5625094,5.88E+09,59.50187304
792,2.69E+10,6.93E+09,9.67E+09,4.85E+09,69.94369857,6.26E+09,64.68459152
793,2.74E+10,7.38E+09,9.24E+09,5.34E+09,72.29976962,6.73E+09,72.86301666
794,2.76E+10,7.64E+09,9.13E+09,5.23E+09,68.55271775,7.22E+09,79.07945205
795,2.67E+10,6.84E+09,8.96E+09,6.37E+09,93.19976601,8.13E+09,90.76699788
796,2.54E+10,6.67E+09,8.43E+09,6.67E+09,100,8.43E+09,100
797,2.54E+10,6.67E+09,8.43E+09,6.67E+09,100,8.43E+09,100
798,2.56E+10,6.70E+09,8.48E+09,6.40E+09,95.54958184,8.18E+09,96.4399387
799,2.66E+10,6.83E+09,8.93E+09,6.26E+09,91.76556777,8.32E+09,93.1266092
